url,title,price,area_m2,floor,rooms,location,scrape_date,Típus,Állapot,Fűtés,Építés éve,Energetikai besorolás,,Napelem,Szintek száma,Erkély,Átlagos rezsiköltség,Tervezett átadás,Terasz
https://www.zenga.hu/ingatlan/elado-egyeb-lakas-budapest-viii-kerulet/8635766?page=1&pos=11&cr=519,"Budapest VIII. kerület eladó egyéb lakás 3 szobás: 94,9 millió Ft",94.0,84.0,3. emelet,3.0,"Budapest VIII. kerület, Molnár Ferenc tér",2025-08-14,Egyéb lakás,Felújított,Gázkazán,nan,nan,,nan,4,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xix-kerulet-wekerletelep/8626302?page=1&pos=12&cr=500,"Budapest XIX. kerület eladó téglalakás 3 szobás: 79,9 millió Ft",79.0,69.0,földszint,3.0,"Budapest XIX. kerület, Wekerletelep",2025-08-14,Téglalakás,Jó állapotú,Gázkazán,1926,D,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-iii-kerulet/8654188?page=1&pos=13&cr=500,"Budapest III. kerület eladó téglalakás 1 szobás: 59,9 millió Ft",59.0,31.0,1. emelet,1.0,nan,2025-08-14,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-iii-kerulet/8655619?page=1&pos=14&cr=500,Budapest III. kerület eladó téglalakás 2 szobás: 170 millió Ft,170.0,105.0,2. emelet,2.0,"Budapest III. kerület, Almási Balogh Lóránd",2025-08-14,Téglalakás,Újszerű,Házközponti fűtés egyedi méréssel,2010,B,,nan,3,50 m²,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8196668?page=1&pos=15&cr=500,Budapest VIII. kerület eladó téglalakás 3 szobás: 90 millió Ft,90.0,109.0,1. emelet,3.0,Budapest VIII. kerület,2025-08-14,Téglalakás,Jó állapotú,Gázkazán,1910,nan,,nan,4,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xix-kerulet/8606996?page=1&pos=16&cr=500,"Eladó 2 szobás téglalakás 67,05 millió Ft értékben Budapest XIX. kerületben - Aerogate Homes lakóparkban",67.0,45.0,2. emelet,2.0,"Budapest XIX. kerület, Tompa utca 162119/7 hrsz.",2025-08-14,Téglalakás,Új építésű,Hőszivattyú,nan,nan,,nan,8,"8,1 m²",nan,2027. 2. negyedév,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet/8398708?page=1&pos=17&cr=451,Budapest XI. kerület eladó téglalakás 3 szobás: 98 millió Ft,98.0,113.0,1. emelet,3.0,nan,2025-08-14,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet-ujlipotvaros/8414292?page=1&pos=18&cr=401,"Budapest XIII. kerület eladó téglalakás 4 szobás: 116,9 millió Ft",116.0,111.0,4. emelet,4.0,"Budapest XIII. kerület, Újlipótváros",2025-08-14,Téglalakás,Felújítandó,Gázkazán,1905,G,,nan,6,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ix-kerulet/8447529?page=1&pos=19&cr=401,"Eladó 3 szobás téglalakás 97,24 millió Ft értékben Budapest IX. kerületben - Parkville Residences lakóparkban",97.0,68.0,1. emelet,3.0,Budapest IX. kerület,2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,nan,A++,,nan,10,"6,6 m²",nan,2027. 4. negyedév,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ix-kerulet/8447550?page=1&pos=20&cr=401,"Eladó 1 szobás téglalakás 58,56 millió Ft értékben Budapest IX. kerületben - Parkville Residences lakóparkban",58.0,36.0,3. emelet,1.0,Budapest IX. kerület,2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,nan,A++,,nan,10,"6,6 m²",nan,2027. 4. negyedév,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ix-kerulet/8447536?page=2&pos=1&cr=401,"Eladó 2 szobás téglalakás 71,08 millió Ft értékben Budapest IX. kerületben - Parkville Residences lakóparkban",71.0,47.0,1. emelet,2.0,Budapest IX. kerület,2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,nan,A++,,nan,10,"6,2 m²",nan,2027. 4. negyedév,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ii-kerulet-budaliget/8442508?page=2&pos=2&cr=400,"Budapest II. kerület eladó téglalakás 5 szobás: 293,49 millió Ft",293.0,115.0,2. emelet,5.0,"Budapest II. kerület, Budaliget",2025-08-14,Téglalakás,Új építésű,Hőszivattyú,2025,nan,,nan,nan,nan,nan,nan,55 m²
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xvi-kerulet-cinkota/8263303?page=2&pos=3&cr=400,"Budapest XVI. kerület eladó téglalakás 3 szobás: 79,7 millió Ft",79.0,66.0,1. emelet,3.0,nan,2025-08-14,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ix-kerulet-belso-ferencvaros/8431808?page=2&pos=4&cr=400,"Budapest IX. kerület eladó téglalakás 1 szobás: 73,9 millió Ft",73.0,38.0,1. emelet,1.0,"Budapest IX. kerület, Belső Ferencváros",2025-08-14,Téglalakás,Új építésű,Hőszivattyú,2025,A++,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ix-kerulet-belso-ferencvaros/8430367?page=2&pos=5&cr=400,"Budapest IX. kerület eladó téglalakás 1 szobás: 73,9 millió Ft",73.0,39.0,1. emelet,1.0,"Budapest IX. kerület, Belső Ferencváros",2025-08-14,Téglalakás,Új építésű,Hőszivattyú,2025,A++,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet-angyalfold/8563675?page=2&pos=6&cr=400,"Budapest XIII. kerület eladó téglalakás 1+2 fél szobás: 109,5 millió Ft",109.0,68.0,1. emelet,1.0,"Budapest XIII. kerület, Angyalföld",2025-08-14,Téglalakás,Jó állapotú,Házközponti fűtés egyedi méréssel,2004,nan,,Nincs,6,6 m²,40 000 Ft/hó,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-x-kerulet-laposdulo/8635968?page=2&pos=7&cr=395,"Budapest X. kerület eladó téglalakás 1+2 fél szobás: 49,99 millió Ft",49.0,47.0,félemelet,1.0,"Budapest X. kerület, Laposdűlő, Gép utca 17",2025-08-14,Téglalakás,Jó állapotú,Gáz (konvektor),nan,nan,,nan,2,nan,25 000 Ft/hó,nan,nan
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-xiii-kerulet-vizafogo/8553458?page=2&pos=8&cr=375,Budapest XIII. kerület eladó társasházi lakás 4 szobás: 159 millió Ft,159.0,92.0,3. emelet,4.0,"Budapest XIII. kerület, Vizafogó, Jakab József utca 15",2025-08-14,Társasházi lakás,Újszerű,Házközponti fűtés egyedi méréssel,2019,B,,Nincs,8,10 m²,nan,nan,10 m²
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8587195?page=2&pos=9&cr=360,"Budapest VII. kerület eladó téglalakás 2+1 fél szobás: 88,9 millió Ft",88.0,80.0,földszint,2.0,Budapest VII. kerület,2025-08-14,Téglalakás,Jó állapotú,Gázkazán,nan,D,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-xiv-kerulet-torokor/8660145?page=2&pos=10&cr=350,"Budapest XIV. kerület eladó társasházi lakás 1+1 fél szobás: 69,5 millió Ft",69.0,46.0,2. emelet,1.0,"Budapest XIV. kerület, Törökőr, újvilág utca 35",2025-08-14,Társasházi lakás,Jó állapotú,Gázkazán,2002,E,,Nincs,3,4 m²,35 000 Ft/hó,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xxii-kerulet-baross-gabor-telep/8338676?page=2&pos=11&cr=350,"Budapest XXII. kerület eladó téglalakás 3 szobás: 123,9 millió Ft",123.0,91.0,None,3.0,"Budapest XXII. kerület, Baross Gábor telep",2025-08-14,Téglalakás,Átlagos,Házközponti fűtés egyedi méréssel,2004,E,,nan,4,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8523223?page=2&pos=12&cr=350,"Budapest VIII. kerület eladó téglalakás 1 szobás: 39,9 millió Ft",39.0,29.0,földszint,1.0,Budapest VIII. kerület,2025-08-14,Téglalakás,Felújított,Elektromos,1935,nan,,Nincs,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xii-kerulet-svabhegy/8637823?page=2&pos=13&cr=350,"Budapest XII. kerület eladó téglalakás 4 szobás: 229,9 millió Ft",229.0,110.0,2. emelet,4.0,"Budapest XII. kerület, Svábhegy",2025-08-14,Téglalakás,Átlagos,Gáz (konvektor),1975,nan,,nan,nan,nan,nan,nan,"21,3 m²"
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xxi-kerulet-szabotelep/8635901?page=2&pos=14&cr=350,Budapest XXI. kerület eladó panellakás 1+1 fél szobás: 53 millió Ft,53.0,45.0,7. emelet,1.0,"Budapest XXI. kerület, Szabótelep, Árpád utca",2025-08-14,Panellakás,Jó állapotú,Távfűtés egyedi méréssel,nan,nan,,nan,1,nan,25 000 Ft/hó,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-debrecen/8449160?page=2&pos=15&cr=350,"Eladó 3 szobás téglalakás 102,8 millió Ft értékben Debrecenben - Epres Liget by Bayer lakóparkban",102.0,92.0,4. emelet,3.0,Debrecen,2025-08-14,Téglalakás,Új építésű,Távfűtés,2026,nan,,nan,4,"34,7 m²",nan,2026. 1. negyedév,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vi-kerulet/8652739?page=2&pos=16&cr=348,Budapest VI. kerület eladó téglalakás 4 szobás: 264 millió Ft,264.0,147.0,1. emelet,4.0,"Budapest VI. kerület, Zichy Jenő utca",2025-08-14,Téglalakás,Újszerű,Gázkazán,1920,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vi-kerulet/8651438?page=2&pos=17&cr=348,"Budapest VI. kerület eladó téglalakás 2 szobás: 269,9 millió Ft",269.0,99.0,1. emelet,2.0,"Budapest VI. kerület, Andrássy út",2025-08-14,Téglalakás,Újszerű,Gázkazán,1900,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vi-kerulet/8655239?page=2&pos=18&cr=348,"Budapest VI. kerület eladó téglalakás 2 szobás: 69,99 millió Ft",69.0,57.0,2. emelet,2.0,"Budapest VI. kerület, Teréz körút",2025-08-14,Téglalakás,Újszerű,Gáz (konvektor),1910,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vi-kerulet/8662293?page=2&pos=19&cr=348,"Budapest VI. kerület eladó téglalakás 3 szobás: 94,9 millió Ft",94.0,85.0,None,3.0,Budapest VI. kerület,2025-08-14,Téglalakás,Jó állapotú,Gáz (konvektor),1960,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vi-kerulet/8659804?page=2&pos=20&cr=348,Budapest VI. kerület eladó téglalakás 5 szobás: 225 millió Ft,225.0,150.0,None,5.0,Budapest VI. kerület,2025-08-14,Téglalakás,Jó állapotú,Gázkazán,1892,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vi-kerulet/8654382?page=3&pos=1&cr=348,Budapest VI. kerület eladó téglalakás 2 szobás: 115 millió Ft,115.0,80.0,félemelet,2.0,"Budapest VI. kerület, Podmaniczky utca",2025-08-14,Téglalakás,Újszerű,Gázkazán,1930,nan,,nan,4,4 m²,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vi-kerulet/8659972?page=3&pos=2&cr=348,"Budapest VI. kerület eladó téglalakás 3 szobás: 100,9 millió Ft",100.0,67.0,földszint,3.0,Budapest VI. kerület,2025-08-14,Téglalakás,Átlagos,Gázkazán,1900,nan,,nan,5,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vi-kerulet/8652906?page=3&pos=3&cr=348,"Budapest VI. kerület eladó téglalakás 2 szobás: 61,9 millió Ft",61.0,51.0,1. emelet,2.0,Budapest VI. kerület,2025-08-14,Téglalakás,Felújítandó,Gáz (konvektor),1930,nan,,nan,3,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xvi-kerulet-sashalom/8663528?page=3&pos=4&cr=325,"Budapest XVI. kerület eladó téglalakás 2+3 fél szobás: 106,68 millió Ft",106.0,85.0,földszint,2.0,"Budapest XVI. kerület, Sashalom, Sárgarózsa utca",2025-08-14,Téglalakás,Felújított,Gázkazán,1995,F,,Nincs,2,7 m²,52 000 Ft/hó,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet/8417985?page=3&pos=5&cr=325,"Eladó 3 szobás téglalakás 125,8 millió Ft értékben Budapest XIII. kerületben - Metropol13 4. ütem lakóparkban",125.0,55.0,6. emelet,3.0,Budapest XIII. kerület,2025-08-14,Téglalakás,Új építésű,Hőszivattyú,nan,A+,,nan,9,"23,1 m²",nan,2025. 4. negyedév,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-i-kerulet/8578776?page=3&pos=6&cr=300,"Budapest I. kerület eladó téglalakás 3 szobás: 112,9 millió Ft",112.0,68.0,1. emelet,3.0,Budapest I. kerület,2025-08-14,Téglalakás,Felújított,nan,1932,nan,,nan,5,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet-kelenfold/8551508?page=3&pos=7&cr=300,"Budapest XI. kerület eladó téglalakás 3 szobás: 134,99 millió Ft",134.0,61.0,1. emelet,3.0,"Budapest XI. kerület, Kelenföld",2025-08-14,Téglalakás,Új építésű,Hőszivattyú,2024,nan,,Nincs,2,5 m²,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet-sasad-sashegy-xi-ker/8662045?page=3&pos=8&cr=300,Budapest XI. kerület eladó téglalakás 4 szobás: 140 millió Ft,140.0,86.0,1. emelet,4.0,"Budapest XI. kerület, Sasad-Sashegy XI. ker.",2025-08-14,Téglalakás,Felújított,Gáz (konvektor),2001,nan,,nan,4,nan,nan,nan,11 m²
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xii-kerulet-orbanhegy/8662419?page=3&pos=9&cr=300,Budapest XII. kerület eladó téglalakás 3 szobás: 97 millió Ft,97.0,54.0,1. emelet,3.0,"Budapest XII. kerület, Orbánhegy, Fodor utca",2025-08-14,Téglalakás,Felújított,Elektromos,1970,nan,,Nincs,4,5 m²,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8369090?page=3&pos=10&cr=300,"Budapest V. kerület eladó téglalakás 3 szobás: 179,9 millió Ft",179.0,105.0,4. emelet,3.0,Budapest V. kerület,2025-08-14,Téglalakás,nan,nan,1950,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-csusztatott-zsalus-lakas-budapest-xiv-kerulet/8612857?page=3&pos=11&cr=300,"Budapest XIV. kerület eladó csúsztatott zsalus lakás: 69,9 millió Ft",69.0,53.0,None,1.0,Budapest XIV. kerület,2025-08-14,Csúsztatott zsalus lakás,Jó állapotú,Távfűtés egyedi méréssel,1960,nan,,nan,1,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet-sasad-sashegy-xi-ker/8613221?page=3&pos=12&cr=300,Budapest XI. kerület eladó téglalakás 3 szobás: 95 millió Ft,95.0,70.0,1. emelet,3.0,"Budapest XI. kerület, Sasad-Sashegy XI. ker.",2025-08-14,Téglalakás,Felújított,Gáz (konvektor),1960,nan,,nan,nan,6 m²,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-egyeb-lakas-budapest-xii-kerulet/8575536?page=3&pos=13&cr=300,"Budapest XII. kerület eladó egyéb lakás 3+1 fél szobás: 179,9 millió Ft",179.0,128.0,4. emelet,3.0,Budapest XII. kerület,2025-08-14,Egyéb lakás,Átlagos,nan,1938,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet-sasad-sashegy-xi-ker/8611678?page=3&pos=14&cr=300,"Budapest XI. kerület eladó téglalakás 1 szobás: 59,9 millió Ft",59.0,40.0,2. emelet,1.0,"Budapest XI. kerület, Sasad-Sashegy XI. ker.",2025-08-14,Téglalakás,Felújított,Gáz (konvektor),1960,nan,,nan,nan,2 m²,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ii-kerulet-rezmal/8174214?page=3&pos=15&cr=300,"Budapest II. kerület eladó téglalakás 3 szobás: 266,6 millió Ft",266.0,75.0,földszint,3.0,"Budapest II. kerület, Rézmál",2025-08-14,Téglalakás,Új építésű,nan,nan,nan,,nan,1,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ii-kerulet-vizivaros-ii-ker/8619230?page=3&pos=16&cr=300,"Budapest II. kerület eladó téglalakás 1+1 fél szobás: 74,9 millió Ft",74.0,45.0,földszint,1.0,"Budapest II. kerület, Víziváros II. ker",2025-08-14,Téglalakás,Felújított,Gázkazán,nan,E,,nan,6,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-vi-kerulet-nagykoruton-beluli-terulet/8628383?page=3&pos=17&cr=300,"Budapest VI. kerület eladó társasházi lakás 3 szobás: 197,6 millió Ft",197.0,111.0,4. emelet,3.0,"Budapest VI. kerület, Nagykörúton belüli terület, ó utca 6",2025-08-14,Társasházi lakás,Jó állapotú,Gázkazán,2008,C,,Nincs,5,nan,50 000 Ft/hó,nan,15 m²
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-vii-kerulet/8505022?page=3&pos=18&cr=300,Budapest VII. kerület eladó társasházi lakás 3 szobás: 96 millió Ft,96.0,88.0,4. emelet,3.0,Budapest VII. kerület,2025-08-14,Társasházi lakás,Jó állapotú,Gázkazán,2007,B,,nan,4,nan,40 000 Ft/hó,nan,7 m²
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-vii-kerulet-nagykoruton-beluli-terulet/8590547?page=3&pos=19&cr=300,Budapest VII. kerület eladó társasházi lakás 1 szobás: 59 millió Ft,59.0,29.0,1. emelet,1.0,"Budapest VII. kerület, Belső-Erzsébetváros",2025-08-14,Társasházi lakás,Jó állapotú,Gáz (konvektor),1900,nan,,Nincs,5,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet-sasad-sashegy-xi-ker/8613223?page=3&pos=20&cr=290,Budapest XI. kerület eladó téglalakás 3 szobás: 95 millió Ft,95.0,70.0,2. emelet,3.0,"Budapest XI. kerület, Sasad-Sashegy XI. ker.",2025-08-14,Téglalakás,Felújított,Gáz (konvektor),2004,nan,,nan,nan,6 m²,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-vii-kerulet-nagykoruton-beluli-terulet/8614776?page=4&pos=1&cr=290,Budapest VII. kerület eladó társasházi lakás 3 szobás: 129 millió Ft,129.0,91.0,3. emelet,3.0,"Budapest VII. kerület, Belső-Erzsébetváros",2025-08-14,Társasházi lakás,Felújított,Padlófűtés,2019,nan,,nan,3,nan,48 000 Ft/hó,nan,nan
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-viii-kerulet/8665738?page=4&pos=2&cr=286,Budapest VIII. kerület eladó panellakás 1 szobás: 38 millió Ft,38.0,29.0,2. emelet,1.0,Budapest VIII. kerület,2025-08-14,Panellakás,Jó állapotú,Távfűtés egyedi méréssel,1976,nan,,nan,10,6 m²,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet-corvin-negyed/8652789?page=4&pos=3&cr=286,"Budapest VIII. kerület eladó téglalakás 4 szobás: 139,9 millió Ft",139.0,127.0,None,4.0,"Budapest VIII. kerület, Corvin negyed",2025-08-14,Téglalakás,Jó állapotú,Gázkazán,1898,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8652752?page=4&pos=4&cr=286,Budapest VIII. kerület eladó téglalakás 2 szobás: 79 millió Ft,79.0,66.0,földszint,2.0,"Budapest VIII. kerület, Nagy Fuvaros utca",2025-08-14,Téglalakás,Újszerű,Fan coil,1920,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8653408?page=4&pos=5&cr=286,"Budapest VIII. kerület eladó téglalakás 3 szobás: 84,9 millió Ft",84.0,109.0,None,3.0,Budapest VIII. kerület,2025-08-14,Téglalakás,Felújítandó,Cserépkályha,1920,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8664165?page=4&pos=6&cr=286,"Budapest VIII. kerület eladó téglalakás 5 szobás: 79,9 millió Ft",79.0,89.0,1. emelet,5.0,"Budapest VIII. kerület, Baross utca",2025-08-14,Téglalakás,Felújítandó,Gázkazán,1900,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8661123?page=4&pos=7&cr=286,"Budapest VIII. kerület eladó téglalakás 2 szobás: 70,9 millió Ft",70.0,76.0,None,2.0,Budapest VIII. kerület,2025-08-14,Téglalakás,Jó állapotú,Gázkazán,1950,nan,,nan,nan,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8665086?page=4&pos=8&cr=286,"Budapest VIII. kerület eladó téglalakás 2 szobás: 69,9 millió Ft",69.0,64.0,3. emelet,2.0,"Budapest VIII. kerület, Baross utca",2025-08-14,Téglalakás,Jó állapotú,Gázkazán,1898,nan,,nan,4,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8661128?page=4&pos=9&cr=286,"Budapest VIII. kerület eladó téglalakás 4 szobás: 99,9 millió Ft",99.0,92.0,2. emelet,4.0,"Budapest VIII. kerület, Fiumei út",2025-08-14,Téglalakás,Jó állapotú,Gáz (konvektor),1909,nan,,nan,nan,8 m²,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8662685?page=4&pos=10&cr=286,"Budapest VIII. kerület eladó téglalakás 3 szobás: 97,01 millió Ft",97.0,84.0,földszint,3.0,Budapest VIII. kerület,2025-08-14,Téglalakás,Jó állapotú,Gázkazán,1909,nan,,nan,4,nan,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8662050?page=4&pos=11&cr=286,"Budapest VIII. kerület eladó téglalakás 3 szobás: 108,89 millió Ft",108.0,90.0,tetőtér,3.0,Budapest VIII. kerület,2025-08-14,Téglalakás,Jó állapotú,Gáz (konvektor),1920,nan,,nan,4,2 m²,nan,nan,nan
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8657248?page=4&pos=12&cr=286,"Budapest VIII. kerület eladó téglalakás 4 szobás: 84,9 millió Ft",84.0,94.0,földszint,4.0,Budapest VIII. kerület,2025-08-14,Téglalakás,Jó állapotú,Gázkazán,1895,nan,,nan,3,nan,nan,nan,nan
