set_id,set_name,url,year,manufacturer,parallel,set_short,base_set
380234,2022-23 Topps Chrome Sapphire Edition UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/380234/2022-23-Topps-Chrome-Sapphire-Edition-UEFA-Club-Competitions---Green,2022-23,Topps,Green,2022-23  Chrome Sapphire Edition UEFA Club Competitions,False
380235,2022-23 Topps Chrome Sapphire Edition UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/380235/2022-23-Topps-Chrome-Sapphire-Edition-UEFA-Club-Competitions---Orange,2022-23,Topps,Orange,2022-23  Chrome Sapphire Edition UEFA Club Competitions,False
380238,2022-23 Topps Chrome Sapphire Edition UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/380238/2022-23-Topps-Chrome-Sapphire-Edition-UEFA-Club-Competitions---Padparadscha,2022-23,Topps,Padparadscha,2022-23  Chrome Sapphire Edition UEFA Club Competitions,False
380236,2022-23 Topps Chrome Sapphire Edition UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/380236/2022-23-Topps-Chrome-Sapphire-Edition-UEFA-Club-Competitions---Purple,2022-23,Topps,Purple,2022-23  Chrome Sapphire Edition UEFA Club Competitions,False
380237,2022-23 Topps Chrome Sapphire Edition UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/380237/2022-23-Topps-Chrome-Sapphire-Edition-UEFA-Club-Competitions---Red,2022-23,Topps,Red,2022-23  Chrome Sapphire Edition UEFA Club Competitions,False
380233,2022-23 Topps Chrome Sapphire Edition UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/380233/2022-23-Topps-Chrome-Sapphire-Edition-UEFA-Club-Competitions---Yellow,2022-23,Topps,Yellow,2022-23  Chrome Sapphire Edition UEFA Club Competitions,False
368300,2022-23 Topps Chrome UEFA Club Competitions ,https://www.tcdb.com/Checklist.cfm/sid/368300/2022-23-ToppsChromeUEFAClubCompetitions,2022-23,Topps,Base,2022-23  Chrome UEFA Club Competitions,True
371804,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/371804/2022-23-Topps-Chrome-UEFA-Club-Competitions---Aqua-Lava-Refractor,2022-23,Topps,Aqua Lava Refractor,2022-23  Chrome UEFA Club Competitions,False
369708,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369708/2022-23-Topps-Chrome-UEFA-Club-Competitions---Aqua-Refractor,2022-23,Topps,Aqua Refractor,2022-23  Chrome UEFA Club Competitions,False
369709,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369709/2022-23-Topps-Chrome-UEFA-Club-Competitions---Aqua-Wave-Refractor,2022-23,Topps,Aqua Wave Refractor,2022-23  Chrome UEFA Club Competitions,False
369716,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369716/2022-23-Topps-Chrome-UEFA-Club-Competitions---Black-&-Gold-Seismic-Refractor,2022-23,Topps,Black & Gold Seismic Refractor,2022-23  Chrome UEFA Club Competitions,False
369701,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369701/2022-23-Topps-Chrome-UEFA-Club-Competitions---Black-&-White-Ray-Wave-Refractor,2022-23,Topps,Black & White Ray Wave Refractor,2022-23  Chrome UEFA Club Competitions,False
369718,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369718/2022-23-Topps-Chrome-UEFA-Club-Competitions---Black-Refractor,2022-23,Topps,Black Refractor,2022-23  Chrome UEFA Club Competitions,False
369712,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369712/2022-23-Topps-Chrome-UEFA-Club-Competitions---Blue-&-Gold-Seismic-Refractor,2022-23,Topps,Blue & Gold Seismic Refractor,2022-23  Chrome UEFA Club Competitions,False
386247,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/386247/2022-23-Topps-Chrome-UEFA-Club-Competitions---Blue-Lava-Refractor,2022-23,Topps,Blue Lava Refractor,2022-23  Chrome UEFA Club Competitions,False
369711,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369711/2022-23-Topps-Chrome-UEFA-Club-Competitions---Blue-Refractor,2022-23,Topps,Blue Refractor,2022-23  Chrome UEFA Club Competitions,False
371806,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/371806/2022-23-Topps-Chrome-UEFA-Club-Competitions---Gold-Lava-Refractor,2022-23,Topps,Gold Lava Refractor,2022-23  Chrome UEFA Club Competitions,False
369715,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369715/2022-23-Topps-Chrome-UEFA-Club-Competitions---Gold-Mini-Diamond-Refractor,2022-23,Topps,Gold Mini Diamond Refractor,2022-23  Chrome UEFA Club Competitions,False
369714,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369714/2022-23-Topps-Chrome-UEFA-Club-Competitions---Gold-Refractor,2022-23,Topps,Gold Refractor,2022-23  Chrome UEFA Club Competitions,False
371805,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/371805/2022-23-Topps-Chrome-UEFA-Club-Competitions---Neon-Green-Lava-Refractor,2022-23,Topps,Neon Green Lava Refractor,2022-23  Chrome UEFA Club Competitions,False
369703,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369703/2022-23-Topps-Chrome-UEFA-Club-Competitions---Neon-Green-Shimmer-Refractor,2022-23,Topps,Neon Green Shimmer Refractor,2022-23  Chrome UEFA Club Competitions,False
369704,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369704/2022-23-Topps-Chrome-UEFA-Club-Competitions---Neon-Green-X-Fractor,2022-23,Topps,Neon Green X Fractor,2022-23  Chrome UEFA Club Competitions,False
369707,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369707/2022-23-Topps-Chrome-UEFA-Club-Competitions---Night-Vision-Ray-Wave-Refractor,2022-23,Topps,Night Vision Ray Wave Refractor,2022-23  Chrome UEFA Club Competitions,False
371807,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/371807/2022-23-Topps-Chrome-UEFA-Club-Competitions---Orange-&-Gold-Seismic-Refractor,2022-23,Topps,Orange & Gold Seismic Refractor,2022-23  Chrome UEFA Club Competitions,False
369717,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369717/2022-23-Topps-Chrome-UEFA-Club-Competitions---Orange-Refractor,2022-23,Topps,Orange Refractor,2022-23  Chrome UEFA Club Competitions,False
369710,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369710/2022-23-Topps-Chrome-UEFA-Club-Competitions---Pink-Mini-Diamond-Refractor,2022-23,Topps,Pink Mini Diamond Refractor,2022-23  Chrome UEFA Club Competitions,False
369705,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369705/2022-23-Topps-Chrome-UEFA-Club-Competitions---Pink-Shimmer-Refractor,2022-23,Topps,Pink Shimmer Refractor,2022-23  Chrome UEFA Club Competitions,False
369706,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369706/2022-23-Topps-Chrome-UEFA-Club-Competitions---Pink-X-Fractor,2022-23,Topps,Pink X Fractor,2022-23  Chrome UEFA Club Competitions,False
369702,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369702/2022-23-Topps-Chrome-UEFA-Club-Competitions---Pulsar-Refractor,2022-23,Topps,Pulsar Refractor,2022-23  Chrome UEFA Club Competitions,False
371803,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/371803/2022-23-Topps-Chrome-UEFA-Club-Competitions---Purple-&-Gold-Seismic-Refractor,2022-23,Topps,Purple & Gold Seismic Refractor,2022-23  Chrome UEFA Club Competitions,False
371808,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/371808/2022-23-Topps-Chrome-UEFA-Club-Competitions---Red-&-Gold-Seismic-Refractor,2022-23,Topps,Red & Gold Seismic Refractor,2022-23  Chrome UEFA Club Competitions,False
369719,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369719/2022-23-Topps-Chrome-UEFA-Club-Competitions---Red-Refractor,2022-23,Topps,Red Refractor,2022-23  Chrome UEFA Club Competitions,False
369700,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369700/2022-23-Topps-Chrome-UEFA-Club-Competitions---Refractor,2022-23,Topps,Refractor,2022-23  Chrome UEFA Club Competitions,False
369720,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369720/2022-23-Topps-Chrome-UEFA-Club-Competitions---SuperFractor,2022-23,Topps,SuperFractor,2022-23  Chrome UEFA Club Competitions,False
369713,2022-23 Topps Chrome UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/369713/2022-23-Topps-Chrome-UEFA-Club-Competitions---Toppsfractor,2022-23,Topps,Toppsfractor,2022-23  Chrome UEFA Club Competitions,False
359025,2022-23 Topps UEFA Club Competitions ,https://www.tcdb.com/Checklist.cfm/sid/359025/2022-23-ToppsUEFAClubCompetitions,2022-23,Topps,Base,2022-23  UEFA Club Competitions,True
364220,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364220/2022-23-Topps-UEFA-Club-Competitions---Black-&-White-Icy-Foil,2022-23,Topps,Black & White Icy Foil,2022-23  UEFA Club Competitions,False
364221,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364221/2022-23-Topps-UEFA-Club-Competitions---Blue-Inferno-Foil,2022-23,Topps,Blue Inferno Foil,2022-23  UEFA Club Competitions,False
364230,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364230/2022-23-Topps-UEFA-Club-Competitions---FoilFractor,2022-23,Topps,FoilFractor,2022-23  UEFA Club Competitions,False
364225,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364225/2022-23-Topps-UEFA-Club-Competitions---Gold-Foil,2022-23,Topps,Gold Foil,2022-23  UEFA Club Competitions,False
364222,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364222/2022-23-Topps-UEFA-Club-Competitions---Green-Inferno-Foil,2022-23,Topps,Green Inferno Foil,2022-23  UEFA Club Competitions,False
364217,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364217/2022-23-Topps-UEFA-Club-Competitions---Icy-Aqua-Foil,2022-23,Topps,Icy Aqua Foil,2022-23  UEFA Club Competitions,False
364229,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364229/2022-23-Topps-UEFA-Club-Competitions---Icy-Black-Foil,2022-23,Topps,Icy Black Foil,2022-23  UEFA Club Competitions,False
364223,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364223/2022-23-Topps-UEFA-Club-Competitions---Icy-Blue-Foil,2022-23,Topps,Icy Blue Foil,2022-23  UEFA Club Competitions,False
364215,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364215/2022-23-Topps-UEFA-Club-Competitions---Inferno-Foil,2022-23,Topps,Inferno Foil,2022-23  UEFA Club Competitions,False
364219,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364219/2022-23-Topps-UEFA-Club-Competitions---Neon-Green-Foil,2022-23,Topps,Neon Green Foil,2022-23  UEFA Club Competitions,False
364226,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364226/2022-23-Topps-UEFA-Club-Competitions---Orange-Foil,2022-23,Topps,Orange Foil,2022-23  UEFA Club Competitions,False
364216,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364216/2022-23-Topps-UEFA-Club-Competitions---Pink-Sparkle-Foil,2022-23,Topps,Pink Sparkle Foil,2022-23  UEFA Club Competitions,False
364234,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364234/2022-23-Topps-UEFA-Club-Competitions---Printing-Plates-Black,2022-23,Topps,Printing Plates Black,2022-23  UEFA Club Competitions,False
364231,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364231/2022-23-Topps-UEFA-Club-Competitions---Printing-Plates-Cyan,2022-23,Topps,Printing Plates Cyan,2022-23  UEFA Club Competitions,False
364232,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364232/2022-23-Topps-UEFA-Club-Competitions---Printing-Plates-Magenta,2022-23,Topps,Printing Plates Magenta,2022-23  UEFA Club Competitions,False
364233,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364233/2022-23-Topps-UEFA-Club-Competitions---Printing-Plates-Yellow,2022-23,Topps,Printing Plates Yellow,2022-23  UEFA Club Competitions,False
364224,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364224/2022-23-Topps-UEFA-Club-Competitions---Purple-Foil,2022-23,Topps,Purple Foil,2022-23  UEFA Club Competitions,False
364228,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364228/2022-23-Topps-UEFA-Club-Competitions---Red-Foil,2022-23,Topps,Red Foil,2022-23  UEFA Club Competitions,False
364218,2022-23 Topps UEFA Club Competitions,https://www.tcdb.com/Checklist.cfm/sid/364218/2022-23-Topps-UEFA-Club-Competitions---Yellow-Foil,2022-23,Topps,Yellow Foil,2022-23  UEFA Club Competitions,False
362454,2022-23 Topps UEFA Club Competitions 1st Edition ,https://www.tcdb.com/Checklist.cfm/sid/362454/2022-23-ToppsUEFAClubCompetitions1stEdition,2022-23,Topps,Base,2022-23  UEFA Club Competitions 1st Edition,True
362459,2022-23 Topps UEFA Club Competitions 1st Edition,https://www.tcdb.com/Checklist.cfm/sid/362459/2022-23-Topps-UEFA-Club-Competitions-1st-Edition---Black,2022-23,Topps,Black,2022-23  UEFA Club Competitions 1st Edition,False
362461,2022-23 Topps UEFA Club Competitions 1st Edition,https://www.tcdb.com/Checklist.cfm/sid/362461/2022-23-Topps-UEFA-Club-Competitions-1st-Edition---FoilFractor,2022-23,Topps,FoilFractor,2022-23  UEFA Club Competitions 1st Edition,False
362456,2022-23 Topps UEFA Club Competitions 1st Edition,https://www.tcdb.com/Checklist.cfm/sid/362456/2022-23-Topps-UEFA-Club-Competitions-1st-Edition---Icy,2022-23,Topps,Icy,2022-23  UEFA Club Competitions 1st Edition,False
362458,2022-23 Topps UEFA Club Competitions 1st Edition,https://www.tcdb.com/Checklist.cfm/sid/362458/2022-23-Topps-UEFA-Club-Competitions-1st-Edition---Orange,2022-23,Topps,Orange,2022-23  UEFA Club Competitions 1st Edition,False
362457,2022-23 Topps UEFA Club Competitions 1st Edition,https://www.tcdb.com/Checklist.cfm/sid/362457/2022-23-Topps-UEFA-Club-Competitions-1st-Edition---Purple,2022-23,Topps,Purple,2022-23  UEFA Club Competitions 1st Edition,False
362460,2022-23 Topps UEFA Club Competitions 1st Edition,https://www.tcdb.com/Checklist.cfm/sid/362460/2022-23-Topps-UEFA-Club-Competitions-1st-Edition---Red,2022-23,Topps,Red,2022-23  UEFA Club Competitions 1st Edition,False
363732,2022-23 Topps UEFA Club Competitions Carnaval Edition ,https://www.tcdb.com/Checklist.cfm/sid/363732/2022-23-ToppsUEFAClubCompetitionsCarnavalEdition,2022-23,Topps,Base,2022-23  UEFA Club Competitions Carnaval Edition,True
381535,2022-23 Topps UEFA Club Competitions Carnaval Edition,https://www.tcdb.com/Checklist.cfm/sid/381535/2022-23-Topps-UEFA-Club-Competitions-Carnaval-Edition---Gold,2022-23,Topps,Gold,2022-23  UEFA Club Competitions Carnaval Edition,False
381531,2022-23 Topps UEFA Club Competitions Carnaval Edition,https://www.tcdb.com/Checklist.cfm/sid/381531/2022-23-Topps-UEFA-Club-Competitions-Carnaval-Edition---Green,2022-23,Topps,Green,2022-23  UEFA Club Competitions Carnaval Edition,False
381533,2022-23 Topps UEFA Club Competitions Carnaval Edition,https://www.tcdb.com/Checklist.cfm/sid/381533/2022-23-Topps-UEFA-Club-Competitions-Carnaval-Edition---Orange,2022-23,Topps,Orange,2022-23  UEFA Club Competitions Carnaval Edition,False
381532,2022-23 Topps UEFA Club Competitions Carnaval Edition,https://www.tcdb.com/Checklist.cfm/sid/381532/2022-23-Topps-UEFA-Club-Competitions-Carnaval-Edition---Purple,2022-23,Topps,Purple,2022-23  UEFA Club Competitions Carnaval Edition,False
381534,2022-23 Topps UEFA Club Competitions Carnaval Edition,https://www.tcdb.com/Checklist.cfm/sid/381534/2022-23-Topps-UEFA-Club-Competitions-Carnaval-Edition---Red,2022-23,Topps,Red,2022-23  UEFA Club Competitions Carnaval Edition,False
374349,2022-23 Topps UEFA Club Competitions Jade Edition ,https://www.tcdb.com/Checklist.cfm/sid/374349/2022-23-ToppsUEFAClubCompetitionsJadeEdition,2022-23,Topps,Base,2022-23  UEFA Club Competitions Jade Edition,True
374398,2022-23 Topps UEFA Club Competitions Jade Edition,https://www.tcdb.com/Checklist.cfm/sid/374398/2022-23-Topps-UEFA-Club-Competitions-Jade-Edition---Chinese-New-Year,2022-23,Topps,Chinese New Year,2022-23  UEFA Club Competitions Jade Edition,False
374404,2022-23 Topps UEFA Club Competitions Jade Edition,https://www.tcdb.com/Checklist.cfm/sid/374404/2022-23-Topps-UEFA-Club-Competitions-Jade-Edition---Imperial-Jade-FoilFractor,2022-23,Topps,Imperial Jade FoilFractor,2022-23  UEFA Club Competitions Jade Edition,False
374402,2022-23 Topps UEFA Club Competitions Jade Edition,https://www.tcdb.com/Checklist.cfm/sid/374402/2022-23-Topps-UEFA-Club-Competitions-Jade-Edition---Lavender-Jade,2022-23,Topps,Lavender Jade,2022-23  UEFA Club Competitions Jade Edition,False
374401,2022-23 Topps UEFA Club Competitions Jade Edition,https://www.tcdb.com/Checklist.cfm/sid/374401/2022-23-Topps-UEFA-Club-Competitions-Jade-Edition---Orange-Jade,2022-23,Topps,Orange Jade,2022-23  UEFA Club Competitions Jade Edition,False
374403,2022-23 Topps UEFA Club Competitions Jade Edition,https://www.tcdb.com/Checklist.cfm/sid/374403/2022-23-Topps-UEFA-Club-Competitions-Jade-Edition---Red-Jade,2022-23,Topps,Red Jade,2022-23  UEFA Club Competitions Jade Edition,False
374399,2022-23 Topps UEFA Club Competitions Jade Edition,https://www.tcdb.com/Checklist.cfm/sid/374399/2022-23-Topps-UEFA-Club-Competitions-Jade-Edition---Year-of-the-Rabbit,2022-23,Topps,Year of the Rabbit,2022-23  UEFA Club Competitions Jade Edition,False
374400,2022-23 Topps UEFA Club Competitions Jade Edition,https://www.tcdb.com/Checklist.cfm/sid/374400/2022-23-Topps-UEFA-Club-Competitions-Jade-Edition---Yellow-Jade,2022-23,Topps,Yellow Jade,2022-23  UEFA Club Competitions Jade Edition,False
386879,2022-23 Topps UEFA Club Competitions Japan Edition ,https://www.tcdb.com/Checklist.cfm/sid/386879/2022-23-Topps-UEFA-Club-Competitions-Japan-Edition,2022-23,Topps,Base,2022-23  UEFA Club Competitions Japan Edition,True
346150,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Inserts.cfm/sid/346150#,2021-2022,Donruss,Base,2021-22  Elite LaLiga Santander,True
348047,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348047/2021-22-Donruss-Elite-LaLiga-Santander---Aspirations,2021-2022,Donruss,Aspirations,2021-22  Elite LaLiga Santander,True
348052,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348052/2021-22-Donruss-Elite-LaLiga-Santander---Black,2021-2022,Donruss,Black,2021-22  Elite LaLiga Santander,True
348053,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348053/2021-22-Donruss-Elite-LaLiga-Santander---Blue,2021-2022,Donruss,Blue,2021-22  Elite LaLiga Santander,True
348041,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348041/2021-22-Donruss-Elite-LaLiga-Santander---Fireworks-Black,2021-2022,Donruss,Fireworks Black,2021-22  Elite LaLiga Santander,True
348042,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348042/2021-22-Donruss-Elite-LaLiga-Santander---Fireworks-Blue,2021-2022,Donruss,Fireworks Blue,2021-22  Elite LaLiga Santander,True
348046,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348046/2021-22-Donruss-Elite-LaLiga-Santander---Fireworks-Gold,2021-2022,Donruss,Fireworks Gold,2021-22  Elite LaLiga Santander,True
348045,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348045/2021-22-Donruss-Elite-LaLiga-Santander---Fireworks-Green,2021-2022,Donruss,Fireworks Green,2021-22  Elite LaLiga Santander,True
348040,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348040/2021-22-Donruss-Elite-LaLiga-Santander---Fireworks-Orange,2021-2022,Donruss,Fireworks Orange,2021-22  Elite LaLiga Santander,True
348043,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348043/2021-22-Donruss-Elite-LaLiga-Santander---Fireworks-Pink,2021-2022,Donruss,Fireworks Pink,2021-22  Elite LaLiga Santander,True
348044,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348044/2021-22-Donruss-Elite-LaLiga-Santander---Fireworks-Purple,2021-2022,Donruss,Fireworks Purple,2021-22  Elite LaLiga Santander,True
348039,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348039/2021-22-Donruss-Elite-LaLiga-Santander---Fireworks-Red,2021-2022,Donruss,Fireworks Red,2021-22  Elite LaLiga Santander,True
348055,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348055/2021-22-Donruss-Elite-LaLiga-Santander---Gold,2021-2022,Donruss,Gold,2021-22  Elite LaLiga Santander,True
348051,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348051/2021-22-Donruss-Elite-LaLiga-Santander---Green,2021-2022,Donruss,Green,2021-22  Elite LaLiga Santander,True
348054,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348054/2021-22-Donruss-Elite-LaLiga-Santander---Orange,2021-2022,Donruss,Orange,2021-22  Elite LaLiga Santander,True
348049,2021-22 Donruss Elite LaLiga Santander,https://www.tcdb.com/Checklist.cfm/sid/348049/2021-22-Donruss-Elite-LaLiga-Santander---Pink,2021-2022,Donruss,Pink,2021-22  Elite LaLiga Santander,True
